,Make,Model,Engine Type,Transmission,Drive Type,Combined MPG,Total Seating,Fuel Tank Capacity,Fuel Type,Base Engine Size,Horsepower,Torque,Turning Circle,Front Head Room,Front Hip Room,Front Leg Room,Front Shoulder Room,Rear Head Room,Rear Hip Room,Rear Leg Room,Rear Shoulder Room,"Cargo Capacity, All Seats In Place",Curb Weight,EPA Interior Volume,Length,Overall Width Without Mirrors,Wheel Base
4858,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4859,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4860,Volkswagen,Passat,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4861,Kia,Cerato,Gas,8-speed automatic,Front wheel drive,26,7,17.7,Regular unleaded,2.5,191,181,37.9,40.3,55.6,41.4,59.1,39.1,55.1,41.7,58.1,12.6,3794,121.3,189.0,74.8,110.8
4862,Lexus,Lx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863,Nissan,Sentra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,Ford,Explorer,Gas,10-speed shiftable automatic,All wheel drive,23,6,17.9,Regular unleaded,2.3,300,0,0,40.7,59.2,43.0,61.8,40.5,59.1,39.0,0,18.2,0,0,198.8,78.9,119.1
4865,Nissan,Versa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4867,Mercedes-Benz,C300,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4868,BMW,3,Gas,8-speed shiftable automatic,Rear wheel drive,30,5,15.6,Premium unleaded (required),2.0,255,294,37.4,0,0,42.0,56.0,0,0,35.2,54.6,13.0,0,0,185.7,71.9,112.2
4869,Mercedes-Benz,E320,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4870,Toyota,Rav4,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4871,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4872,Mercedes-Benz,E320,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4873,Audi,Q7,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
4874,Toyota,Solara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,SILVER,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876,Toyota,Hilux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877,Ford,Explorer,Gas,10-speed shiftable automatic,All wheel drive,23,6,17.9,Regular unleaded,2.3,300,0,0,40.7,59.2,43.0,61.8,40.5,59.1,39.0,0,18.2,0,0,198.8,78.9,119.1
4878,Peugeot,206,Gas,9-speed shiftable automatic,Front wheel drive,23,8,19.5,Regular unleaded,3.5,280,262,39.4,39.5,59.1,40.9,62.0,39.9,57.3,38.4,62.0,16.5,4041,168.2,196.5,78.6,111.0
4879,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4880,Ford,Edge,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
4881,Peugeot,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882,GAC,GS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883,Peugeot,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884,Mercedes-Benz,E350,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4885,Hyundai,Elantra,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4886,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4887,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4888,Volkswagen,Passat,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4889,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4890,Ford,Explorer,Gas,10-speed shiftable automatic,All wheel drive,23,6,17.9,Regular unleaded,2.3,300,0,0,40.7,59.2,43.0,61.8,40.5,59.1,39.0,0,18.2,0,0,198.8,78.9,119.1
4891,Honda,Ridgeline,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4892,Mitsubishi,Pajero,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4893,Toyota,Sequoia,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4894,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
4895,Toyota,Venza,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4896,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4897,Nissan,Maxima,Gas,Continuously variable-speed automatic,Front wheel drive,24,5,18.0,Premium unleaded (recommended),3.5,300,261,38.1,39.4,54.2,45.0,56.7,36.7,53.5,34.2,55.7,14.3,3612,112.8,192.8,73.2,109.3
4898,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4899,Mitsubishi,SpaceStar,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4900,Toyota,Tundra,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4901,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4902,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4903,Mercedes-Benz,Gl450,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4904,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4905,Infiniti,G,Gas,7-speed shiftable automatic,Rear wheel drive,23,5,20.0,Premium unleaded (required),3.0,300,295,36.7,39.5,53.2,44.5,56.7,36.8,52.5,35.1,56.1,13.5,3732,0,189.6,71.8,112.2
4906,Nissan,Maxima,Gas,Continuously variable-speed automatic,Front wheel drive,24,5,18.0,Premium unleaded (recommended),3.5,300,261,38.1,39.4,54.2,45.0,56.7,36.7,53.5,34.2,55.7,14.3,3612,112.8,192.8,73.2,109.3
4907,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4908,Toyota,Land,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4909,BMW,X5,Hybrid,8-speed shiftable automatic,All wheel drive,23,5,21.9,Premium unleaded (required),3.0,335,331,41.4,0,0,39.4,60.0,0,0,37.4,58.1,33.9,0,0,194.3,78.9,117.1
4910,Nissan,Altima,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
4911,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4912,Volkswagen,Passat,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4913,Toyota,Rav4,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4914,Ford,Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4915,Toyota,Land,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4916,BMW,X5,Hybrid,8-speed shiftable automatic,All wheel drive,23,5,21.9,Premium unleaded (required),3.0,335,331,41.4,0,0,39.4,60.0,0,0,37.4,58.1,33.9,0,0,194.3,78.9,117.1
4917,Lexus,Lx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4918,Mercedes-Benz,R350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4919,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4920,Ford,Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921,Nissan,Altima,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
4922,Lexus,Gx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4923,Ford,Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4924,Toyota,Land,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4925,Mercedes-Benz,GLA250,Gas,8-speed automated manual,All wheel drive,27,5,12.7,Premium unleaded (required),2.0,221,258,37.4,0,0,41.0,55.9,0,0,38.0,54.8,0,0,0,173.6,72.2,107.4
4926,Kia,Rio,Gas,Continuously variable-speed automatic,Front wheel drive,36,5,11.9,Regular unleaded,1.6,120,112,33.5,38.9,52.9,42.1,54.1,37.4,52.4,33.5,53.3,13.7,2767,103.6,172.6,67.9,101.6
4927,Honda,Ridgeline,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4928,Mercedes-Benz,E350,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4929,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4930,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4931,Honda,Odyssey,Gas,10-speed shiftable automatic,Front wheel drive,22,8,19.5,Regular unleaded,3.5,280,262,39.6,38.7,58.6,40.9,63.1,39.2,64.8,40.9,61.6,38.6,4603,0,205.2,78.5,118.1
4932,Nissan,Murano,Gas,Continuously variable-speed automatic,Front wheel drive,23,5,19.0,Regular unleaded,3.5,260,240,38.7,39.9,55.4,40.5,59.5,39.8,55.2,38.7,58.9,32.1,3833,140.2,192.8,75.4,111.2
4933,Lexus,Gx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4934,Hyundai,Santa,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4935,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4936,Fiat,Fullback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4937,BMW,X3,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4938,Nissan,Armada,Gas,7-speed automatic,Rear wheel drive,16,8,26.0,Regular unleaded,5.6,400,413,41.3,40.9,59.2,41.9,63.8,40.0,58.4,41.0,63.4,0,0,171.1,208.9,79.9,121.1
4939,Lexus,Gx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4940,Mitsubishi,L200,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4941,Hyundai,Sonata,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4942,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4943,Toyota,4Runner,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4944,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4945,Nissan,Maxima,Gas,Continuously variable-speed automatic,Front wheel drive,24,5,18.0,Premium unleaded (recommended),3.5,300,261,38.1,39.4,54.2,45.0,56.7,36.7,53.5,34.2,55.7,14.3,3612,112.8,192.8,73.2,109.3
4946,Mercedes-Benz,GLE350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4947,Lexus,Gx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4948,Chrysler,Pacifica,Gas,9-speed shiftable automatic,Front wheel drive,22,7,19.0,Regular unleaded,3.6,287,262,39.7,40.1,59.0,41.1,63.8,39.6,64.8,39.0,0,32.3,0,0,204.3,79.6,121.6
4949,Toyota,Land,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4950,Nissan,Almera,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4951,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4952,Toyota,4Runner,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4953,Volkswagen,Jetta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4954,Volvo,S60,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4955,Toyota,Avalon,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4956,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4957,Lexus,Es,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4958,Chevrolet,cobalt,Gas,10-speed shiftable automatic,Four wheel drive,18,5,24.0,Regular unleaded,5.3,355,383,46.3,43.0,61.2,44.5,66.0,40.1,60.2,43.4,65.2,0,0,0,231.7,81.2,147.5
4959,Toyota,Avensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,Peugeot,406,Gas,9-speed shiftable automatic,Front wheel drive,23,8,19.5,Regular unleaded,3.5,280,262,39.4,39.5,59.1,40.9,62.0,39.9,57.3,38.4,62.0,16.5,4041,168.2,196.5,78.6,111.0
4961,Nissan,Sentra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4963,Mercedes-Benz,Ml350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4964,Mercedes-Benz,Gl450,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4965,Acura,Tl,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
4966,Hyundai,Elantra,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4967,Toyota,Avalon,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4968,Toyota,Fj,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4969,Ford,Transit,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
4970,Mercedes-Benz,Ml350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4971,Innoson,IVMG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,Nissan,Maxima,Gas,Continuously variable-speed automatic,Front wheel drive,24,5,18.0,Premium unleaded (recommended),3.5,300,261,38.1,39.4,54.2,45.0,56.7,36.7,53.5,34.2,55.7,14.3,3612,112.8,192.8,73.2,109.3
4973,Mitsubishi,Montero,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4974,Toyota,Land,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4975,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4976,BMW,3,Gas,8-speed shiftable automatic,Rear wheel drive,30,5,15.6,Premium unleaded (required),2.0,255,294,37.4,0,0,42.0,56.0,0,0,35.2,54.6,13.0,0,0,185.7,71.9,112.2
4977,Volkswagen,Touareg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,Hyundai,Genesis,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4979,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4980,Peugeot,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,Mitsubishi,Outlander,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4982,Mercedes-Benz,C350,Gas,9-speed shiftable automatic,Rear wheel drive,27,5,17.4,Premium unleaded (required),2.0,255,273,36.8,0,0,41.7,55.3,0,0,35.2,55.0,12.6,0,0,184.5,71.3,111.8
