,Make,Model,Engine Type,Transmission,Drive Type,Combined MPG,Total Seating,Fuel Tank Capacity,Fuel Type,Base Engine Size,Horsepower,Torque,Turning Circle,Front Head Room,Front Hip Room,Front Leg Room,Front Shoulder Room,Rear Head Room,Rear Hip Room,Rear Leg Room,Rear Shoulder Room,"Cargo Capacity, All Seats In Place",Curb Weight,EPA Interior Volume,Length,Overall Width Without Mirrors,Wheel Base
4734,Nissan,Maxima,Gas,Continuously variable-speed automatic,Front wheel drive,24,5,18.0,Premium unleaded (recommended),3.5,300,261,38.1,39.4,54.2,45.0,56.7,36.7,53.5,34.2,55.7,14.3,3612,112.8,192.8,73.2,109.3
4735,Ford,Escape,Gas,8-speed automatic,Front wheel drive,30,5,0,Regular unleaded,1.5,181,0,0,40.0,55.2,42.4,57.6,39.3,53.3,40.7,56.0,33.5,0,0,180.5,74.1,106.7
4736,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4737,Mercedes-Benz,Gl550,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4738,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4739,Mazda,Cx-7,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4740,Mercedes-Benz,Ml500,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4741,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4742,Audi,A4,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,16.2,Regular unleaded,2.5,188,180,36.1,39.2,54.7,43.8,58.2,36.9,54.5,35.2,57.1,15.4,3207,0,192.9,72.9,111.2
4743,Mazda,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4744,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4745,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4746,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4747,BMW,7,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4748,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
4749,Acura,Mdx,Gas,10-speed shiftable automatic,Front wheel drive,22,0,18.5,Premium unleaded (recommended),3.5,290,267,40.5,38.5,59.3,41.6,61.9,38.1,57.8,38.5,60.3,18.1,4271,155.4,198.4,78.7,113.8
4750,Mercedes-Benz,C350,Gas,9-speed shiftable automatic,Rear wheel drive,27,5,17.4,Premium unleaded (required),2.0,255,273,36.8,0,0,41.7,55.3,0,0,35.2,55.0,12.6,0,0,184.5,71.3,111.8
4751,SILVER,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752,Lexus,Is,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4753,BMW,5,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4754,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4755,Acura,Mdx,Gas,10-speed shiftable automatic,Front wheel drive,22,0,18.5,Premium unleaded (recommended),3.5,290,267,40.5,38.5,59.3,41.6,61.9,38.1,57.8,38.5,60.3,18.1,4271,155.4,198.4,78.7,113.8
4756,Suzuki,Swift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757,Hyundai,Sonata,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4758,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4759,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4760,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
4761,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4762,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4763,Mercedes-Benz,E200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4765,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4766,Lexus,Gx470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4767,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4768,Mercedes-Benz,C240,Gas,9-speed shiftable automatic,Rear wheel drive,27,5,17.4,Premium unleaded (required),2.0,255,273,36.8,0,0,41.7,55.3,0,0,35.2,55.0,12.6,0,0,184.5,71.3,111.8
4769,Ford,Ranger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4771,Nissan,Sunny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4772,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
4773,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4774,Hyundai,Sonata,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4775,Toyota,Land,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4776,Kia,Sorento,Gas,8-speed automatic,Front wheel drive,26,7,17.7,Regular unleaded,2.5,191,181,37.9,40.3,55.6,41.4,59.1,39.1,55.1,41.7,58.1,12.6,3794,121.3,189.0,74.8,110.8
4777,Mercedes-Benz,Ml63,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4778,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4779,Hyundai,Elantra,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4780,Ford,Windstar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4781,Land,Lr4,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4782,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4783,Volkswagen,Passat,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4784,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4785,Infiniti,G,Gas,7-speed shiftable automatic,Rear wheel drive,23,5,20.0,Premium unleaded (required),3.0,300,295,36.7,39.5,53.2,44.5,56.7,36.8,52.5,35.1,56.1,13.5,3732,0,189.6,71.8,112.2
4786,Ssangyong,Rexton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4788,Volvo,S60,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4789,Mitsubishi,Montero,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4790,Toyota,Camry,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4791,Volkswagen,Passat,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4792,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
4793,Ford,F-150,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
4794,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4795,Hyundai,Sonata,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4796,Lexus,Is,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4797,Toyota,Hilux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4798,BMW,X5,Hybrid,8-speed shiftable automatic,All wheel drive,23,5,21.9,Premium unleaded (required),3.0,335,331,41.4,0,0,39.4,60.0,0,0,37.4,58.1,33.9,0,0,194.3,78.9,117.1
4799,Jeep,Grand,Gas,8-speed automatic,Four wheel drive,21,5,24.6,Regular unleaded,3.6,293,260,37.1,39.9,57.0,40.3,58.7,39.2,56.2,38.6,58.0,36.3,4746,140.5,189.8,76.5,114.8
4800,Suzuki,Swift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4801,Jeep,Grand,Gas,8-speed automatic,Four wheel drive,21,5,24.6,Regular unleaded,3.6,293,260,37.1,39.9,57.0,40.3,58.7,39.2,56.2,38.6,58.0,36.3,4746,140.5,189.8,76.5,114.8
4802,Saturn,VUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803,Toyota,Coaster,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4804,Jeep,Grand,Gas,8-speed automatic,Four wheel drive,21,5,24.6,Regular unleaded,3.6,293,260,37.1,39.9,57.0,40.3,58.7,39.2,56.2,38.6,58.0,36.3,4746,140.5,189.8,76.5,114.8
4805,Mercedes-Benz,C300,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4806,Mercedes-Benz,Gl450,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4807,Ford,Edge,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
4808,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4809,Kia,Rio,Gas,Continuously variable-speed automatic,Front wheel drive,36,5,11.9,Regular unleaded,1.6,120,112,33.5,38.9,52.9,42.1,54.1,37.4,52.4,33.5,53.3,13.7,2767,103.6,172.6,67.9,101.6
4810,Mercedes-Benz,Glk350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4811,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4812,Mercedes-Benz,Sprinter,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4813,Toyota,Venza,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4814,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4815,Toyota,Land,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4816,Mercedes-Benz,C300,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4817,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
4818,Jeep,Grand,Gas,8-speed automatic,Four wheel drive,21,5,24.6,Regular unleaded,3.6,293,260,37.1,39.9,57.0,40.3,58.7,39.2,56.2,38.6,58.0,36.3,4746,140.5,189.8,76.5,114.8
4819,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4820,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4821,Toyota,4Runner,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4822,BMW,X6,Hybrid,8-speed shiftable automatic,All wheel drive,23,5,21.9,Premium unleaded (required),3.0,335,331,41.4,0,0,39.4,60.0,0,0,37.4,58.1,33.9,0,0,194.3,78.9,117.1
4823,Bentley,Continental,Gas,8-speed automated manual,All wheel drive,19,4,23.8,Premium unleaded (required),4.0,542,568,37.8,0,0,0,0,0,0,0,0,12.6,0,0,190.9,76.9,112.2
4824,Ford,Taurus,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
4825,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4826,Toyota,Highlander,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4827,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4828,Mercedes-Benz,E350,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4829,Ford,Edge,Flex-fuel (ffv),10-speed shiftable automatic,Four wheel drive,20,6,26.0,Flex-fuel (unleaded/e85),3.3,290,265,47.8,40.8,62.5,43.9,66.7,40.4,62.6,43.6,66.0,0,0,0,231.7,79.9,145.4
4830,Land,Range,Gas,8-speed shiftable automatic,Four wheel drive,16,5,27.6,Premium unleaded (recommended),5.0,575,516,40.7,0,0,0,0,0,0,0,0,27.5,0,0,0,0,115.1
4831,GAC,GA3-S,Gas,8-speed automatic,Four wheel drive,21,5,24.6,Regular unleaded,3.6,293,260,37.1,39.9,57.0,40.3,58.7,39.2,56.2,38.6,58.0,36.3,4746,140.5,189.8,76.5,114.8
4832,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4833,Nissan,Versa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4834,Toyota,Rav4,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4835,Toyota,Sienna,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4836,BMW,5,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4837,Toyota,Avalon,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4838,Mercedes-Benz,C280,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4839,Toyota,4Runner,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4840,Mercedes-Benz,E350,Gas,9-speed shiftable automatic,Rear wheel drive,25,5,17.4,Premium unleaded (required),2.0,255,273,38.1,0,0,41.7,57.8,0,0,36.2,57.1,13.1,0,0,194.3,73.7,115.7
4841,Mercedes-Benz,C350,Gas,9-speed shiftable automatic,Rear wheel drive,27,5,17.4,Premium unleaded (required),2.0,255,273,36.8,0,0,41.7,55.3,0,0,35.2,55.0,12.6,0,0,184.5,71.3,111.8
4842,Mitsubishi,SpaceStar,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4843,Honda,Pilot,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.0,Regular unleaded,1.5,190,179,0,40.1,55.1,41.3,57.9,39.2,49.5,40.4,55.6,39.2,3337,145.1,182.1,73.0,104.8
4844,Pontiac,Vibe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845,Nissan,Pathfinder,Gas,Continuously variable-speed automatic,Front wheel drive,30,5,14.5,Regular unleaded,2.5,181,181,35.4,41.1,54.1,41.5,57.1,39.2,53.4,38.5,55.9,31.6,3371,137.0,183.0,72.4,106.5
4846,Mercedes-Benz,Ml350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4847,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4848,Mercedes-Benz,R350,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4849,Toyota,Rav4,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4850,MG,350s,Gas,Continuously variable-speed automatic,Front wheel drive,32,5,15.8,Regular unleaded,1.5,160,184,37.0,39.1,54.1,41.5,58.5,37.5,53.4,38.1,57.1,15.7,3135,0,194.2,73.0,111.4
4851,Toyota,Venza,Gas,8-speed shiftable automatic,All wheel drive,29,5,14.5,Regular unleaded,2.5,203,184,36.1,39.5,54.3,41.0,57.8,39.5,47.7,37.8,56.4,37.5,3490,136.4,180.9,73.0,105.9
4852,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4853,Volvo,V40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4854,Lexus,Is,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
4855,Honda,Accord,Gas,Continuously variable-speed automatic,Front wheel drive,33,5,14.8,Regular unleaded,1.5,192,192,38.1,37.5,55.3,42.3,58.3,37.2,55.0,40.4,56.5,16.7,3217,0,192.2,73.3,111.4
4856,Nissan,Sunny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857,Lexus,Rx,Gas,6-speed shiftable automatic,All wheel drive,23,5,18.0,Premium unleaded (recommended),2.0,245,275,38.0,37.9,55.1,44.3,57.7,36.6,53.8,37.0,55.3,15.4,3906,0,193.9,73.4,112.2
