,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location
1240,Nissan,Altima,2009,85022,"C45, Abuja",Automatic,Imported,Grey,1466000,Foreign used
1241,Honda,Cr-V,2012,194019,"C45, Lagos",Automatic,Registered,Black,3594000,Nigerian used
1242,Mercedes-Benz,E350,2006,145279,"C45, Ibadan",Automatic,Imported,0,2026000,Foreign used
1243,Toyota,Camry,2011,104209,"C45, Lagos",Automatic,Imported,0,3500000,Foreign used
1244,Audi,A6,1999,294593,"C45, Port",Automatic,Registered,0,682000,Nigerian used
1245,Toyota,Corolla,2014,145666,"C45, Lagos",Automatic,Registered,0,4378000,Nigerian used
1246,Toyota,Venza,2009,129516,"C45, Abuja",Automatic,Registered,GREY,3930000,Nigerian used
1247,Toyota,Sienna,2006,156789,"C45, Abuja",Automatic,Imported,Gold,3370000,Foreign used
1248,Toyota,Camry,2012,112398,"C45, Ibadan",Automatic,Imported,0,4826000,Foreign used
1249,Mercedes-Benz,E350,2010,60837,"C45, Abuja",Automatic,Imported,Black,8410000,Foreign used
1250,Nissan,Pathfinder,2007,0,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
1251,Ford,Focus,1999,0,"C45-Express,, ",0,0.0,0.0,450000,Nigerian used
1252,Toyota,Corolla,2010,0,"C45-Express,, ",0,0.0,0.0,2900000,Nigerian used
1253,Nissan,Qashqai,2015,59956,"C45, Lagos",Automatic,Registered,Grey,5610000,Nigerian used
1254,Mazda,Tribute,2003,207468,"C45, Lagos",Automatic,Registered,0,682000,Nigerian used
1255,Lexus,Es,2007,150620,"C45, Onitsha",Automatic,Registered,White,3370000,Nigerian used
1256,Land,Lr3,2005,69867,"C45, Lagos",Automatic,Registered,BLACK,1858000,Nigerian used
1257,Toyota,Camry,2007,119376,"C45, Abuja",Manual,Registered,0,1354000,Nigerian used
1258,Lexus,LS460,2008,103864,"C45, Port",Automatic,Registered,0,2810000,Nigerian used
1259,Mercedes-Benz,Ml350,2006,174811,"C45, Lagos",Automatic,Registered,black,3160000,Nigerian used
1260,Toyota,Sienna,2004,207524,"C45, Port",Automatic,Registered,GREY,1354000,Nigerian used
1261,Honda,Pilot,2003,73719,"C45, Asaba",Automatic,Registered,GREY,1130000,Nigerian used
1262,Ford,Ranger,1997,157540,"C45, Lagos",Automatic,Registered,0,682000,Nigerian used
1263,BMW,3,2003,169872,"C45, Kaduna",Automatic,Registered,WHITE,794000,Nigerian used
1264,Lexus,Es,2010,84183,"C45, Ibadan",Automatic,Registered,0,4490000,Nigerian used
1265,Toyota,Camry,2014,99883,"C45, Kaduna",Automatic,Imported,Gold,5050000,Foreign used
1266,Lexus,Gx,2005,88242,"C45, Abuja",Automatic,Registered,SILVER,3482000,Nigerian used
1267,Pontiac,Vibe,2004,180120,"C45, Lagos",Automatic,Registered,0,2026000,Nigerian used
1268,Land,RANGE,2006,109321,"C45, Lagos",Automatic,Registered,BLUE,2474000,Nigerian used
1269,Ford,Ecosport,2014,86200,"C45, Lagos",Automatic,Registered,BLACK,3146000,Nigerian used
1270,Volkswagen,LT,2003,173366,"C45, Lagos",Manual,Registered,0,2474000,Nigerian used
1271,Mercedes-Benz,Ml350,2006,100485,"C45, Onitsha",Automatic,Registered,Gold,3594000,Nigerian used
1272,Honda,Accord,2010,101223,"C45, Kaduna",Automatic,Imported,maroon,3146000,Foreign used
1273,Lexus,Rx,2001,424925,"C45, ",Automatic,Registered,Gold,1466000,Nigerian used
1274,Toyota,Corolla,2011,104388,"C45, Abuja",Automatic,Imported,BLACK,4042000,Foreign used
1275,Acura,Mdx,2014,99727,"C45, Lagos",Automatic,Imported,BLACK,7290000,Foreign used
1276,Toyota,4Runner,2003,60852,"C45, Port",Automatic,Registered,0,1914000,Nigerian used
1277,Toyota,Corolla,2005,121519,"C45, Lagos",Automatic,Registered,BLACK,1551250,Nigerian used
1278,Honda,Accord,2006,222137,"C45, Ilorin",Automatic,Registered,0,1242000,Nigerian used
1279,Toyota,Camry,2007,166287,"C45, Ibadan",Automatic,Imported,Black,2866000,Foreign used
1280,Hyundai,Santa,2010,80731,"C45, Lagos",Automatic,Imported,BLACK,5050000,Foreign used
1281,Mercedes-Benz,E350,2014,57403,"C45, Lagos",Automatic,Registered,0,10650000,Nigerian used
1282,Volkswagen,Tiguan,2011,89435,"C45, Lagos",Automatic,Registered,RED,2026000,Nigerian used
1283,Mercedes-Benz,GL450,2007,191442,"C45, Akure",Automatic,Registered,0,5050000,Nigerian used
1284,Toyota,4Runner,2007,139447,"C45, Abuja",Automatic,Registered,Silver,3258000,Nigerian used
1285,Mazda,3,2009,248669,"C45, Benin",Automatic,Imported,0,3146000,Foreign used
1286,Toyota,Rav4,2007,218940,"C45, Lagos",Automatic,Registered,BLUE,2474000,Nigerian used
1287,Mercedes-Benz,C280,2007,327889,"C45, Port",Automatic,Registered,0,2250000,Nigerian used
1288,Toyota,Camry,2012,104558,"C45, Ibadan",Automatic,Registered,0,3314000,Nigerian used
1289,Toyota,Corolla,2005,96826,"C45, Lagos",Automatic,Imported,GREY,2810000,Foreign used
1290,Mercedes-Benz,Ml350,2006,223771,"C45, Abuja",Automatic,Registered,Blue,3146000,Nigerian used
1291,Toyota,Camry,2007,71672,"C45, Port",Automatic,Registered,0,2250000,Nigerian used
1292,Toyota,Camry,2002,230256,"C45, Lagos",Automatic,Registered,GREY,1354000,Nigerian used
1293,Toyota,Venza,2012,75218,"C45, Lagos",Automatic,Imported,WHITE,7850000,Foreign used
1294,Toyota,Camry,2008,189986,"C45, Ibadan",Automatic,Registered,0,2026000,Nigerian used
1295,Honda,Ridgeline,2008,168909,"C45, Abuja",Automatic,Registered,Wine,3034000,Nigerian used
1296,Volkswagen,Touareg,2006,302858,"C45, Lagos",Automatic,Imported,BLUE,4266000,Foreign used
1297,Lexus,Es,2007,221612,"C45, Port",Automatic,Registered,0,3146000,Nigerian used
1298,Toyota,Camry,2008,189477,"C45, ",Automatic,Registered,Black,2026000,Nigerian used
1299,Lexus,Es,2007,144452,"C45, Benin",Automatic,Registered,0,2138000,Nigerian used
1300,Toyota,Camry,2007,107029,"C45, Kaduna",Automatic,Registered,GOLD,2810000,Nigerian used
1301,Toyota,Camry,2009,319298,"C45, Ibadan",Automatic,Imported,BLACK,3090000,Foreign used
1302,Mercedes-Benz,GL450,2007,144784,"C45, Abuja",Automatic,Registered,BLACK,4266000,Nigerian used
1303,Lexus,Rx,2004,163266,"C45, Lagos",Automatic,Registered,silver,2586000,Nigerian used
1304,Porsche,Cayenne,2008,141913,"C45, Port",Triptonic,Registered,0,3690000,Nigerian used
1305,Toyota,Avalon,2013,109986,"C45, Lagos",Automatic,Imported,SILVER,8186000,Foreign used
1306,Honda,Civic,2006,169455,"C45, Lagos",Automatic,Registered,0,906000,Nigerian used
1307,Kia,Cerato,2008,172580,"C45, ",Automatic,Registered,0,1130000,Nigerian used
1308,Honda,Pilot,2003,332437,"C45, Port",Automatic,Registered,GREY,1410000,Nigerian used
1309,Toyota,Avalon,2005,307778,"C45, Port",Automatic,Registered,0,1578000,Nigerian used
1310,Toyota,Highlander,2007,194634,"C45, Lagos",Automatic,Registered,BLUE,2810000,Nigerian used
1311,Kia,Rio,2007,92760,"C45, Lagos",Manual,Registered,BLUE,514000,Nigerian used
1312,Nissan,Qashqai,2016,26430,"C45, Abuja",Automatic,Registered,BLACK,4490000,Nigerian used
1313,Hyundai,Tucson,2013,106008,"C45, Lagos",Automatic,Registered,0,2978000,Nigerian used
1314,Mercedes-Benz,GL450,2009,7157,"C45, Lagos",Automatic,Imported,0,6730000,Foreign used
1315,Mercedes-Benz,Ml350,2013,63439,"C45, Lagos",Automatic,Registered,Black,10090000,Nigerian used
1316,Toyota,Land,2006,98358,"C45, Lagos",Automatic,Registered,Black,6170000,Nigerian used
1317,Audi,Q5,2012,187884,"C45, Abuja",Automatic,Registered,0,6730000,Nigerian used
1318,Nissan,Pathfinder,2006,96772,"C45, Port",Automatic,Registered,SILVER,1130000,Nigerian used
1319,Ford,Edge,2008,177484,"C45, Asaba",Automatic,Registered,WHITE,2810000,Nigerian used
1320,Infiniti,FX35,2008,183999,"C45, Lagos",Automatic,Imported,0,5610000,Foreign used
1321,Toyota,Camry,2006,96337,"C45, Lagos",Automatic,Imported,BLACK,2362000,Foreign used
1322,Mercedes-Benz,Ml350,2007,0,"C45, Asaba",Automatic,Registered,Silver,2810000,Nigerian used
1323,Toyota,Camry,2013,511333,"C45, Abuja",Automatic,Imported,GREY,4266000,Foreign used
1324,Hyundai,Creta,2017,40382,"C45, Lagos",Automatic,Registered,Silver,7178000,Nigerian used
1325,Toyota,Rav4,2007,108543,"C45, Kaduna",Automatic,Registered,0,2698000,Nigerian used
1326,Toyota,Highlander,2007,135945,"C45, Abuja",Automatic,Registered,BLACK,2250000,Nigerian used
1327,Mercedes-Benz,E350,2010,122560,"C45, Lagos",Triptonic,Imported,blue,6506000,Foreign used
1328,Ford,Edge,2010,131981,"C45, Lagos",Automatic,Registered,BLUE,2250000,Nigerian used
1329,Ford,Edge,2012,92016,"C45, Kaduna",Automatic,Registered,maroon,3258000,Nigerian used
1330,Kia,Cerato,2013,53255,"C45, ",Automatic,Registered,black,2586000,Nigerian used
1331,Mercedes-Benz,C230,2006,152004,"C45, Lagos",Automatic,Imported,BROWN,3370000,Foreign used
1332,Toyota,Avalon,2007,12745,"C45, Abuja",Automatic,Imported,BLUE,2810000,Foreign used
1333,Hyundai,Elantra,2014,82103,"C45, Lagos",Automatic,Registered,0,2810000,Nigerian used
1334,Hyundai,H1,2009,78901,"C45, Abuja",Manual,Registered,WHITE,3370000,Nigerian used
1335,Mercedes-Benz,Ml350,2012,104352,"C45, Port",Automatic,Imported,White,10650000,Foreign used
1336,Ford,Edge,2007,163121,"C45, Port",Automatic,Registered,Grey,2250000,Nigerian used
1337,Ford,Edge,2010,0,"C45-Express,, ",0,0.0,0.0,2250000,
1338,Honda,Accord,2007,116388,"C45, Lagos",Automatic,Registered,RED,1354000,Nigerian used
1339,Mercedes-Benz,GLK,2010,49817,"C45, Kaduna",Automatic,Registered,0,5162000,Nigerian used
1340,Toyota,Avalon,2007,249797,"C45, Lagos",Automatic,Imported,SILVER,3370000,Foreign used
1341,Mercedes-Benz,C240,2003,999999,"C45, Abuja",Automatic,Registered,BLACK,794000,Nigerian used
1342,Toyota,Camry,2007,26839,"C45, Lagos",Automatic,Registered,0,2026000,Nigerian used
1343,Toyota,Camry,2007,184320,"C45, Benin",Automatic,Registered,0,2810000,Nigerian used
1344,Chevrolet,Malibu,2015,36337,"C45, ",Automatic,Registered,Black,5834000,Nigerian used
1345,Honda,Accord,2010,95253,"C45, Ilorin",Automatic,Registered,0,2362000,Nigerian used
1346,Mercedes-Benz,C300,2009,144059,"C45, Lagos",Automatic,Imported,BLACK,4490000,Foreign used
1347,Hyundai,Ix35,2011,126951,"C45, Lagos",Automatic,Registered,BLUE,2810000,Nigerian used
1348,Mazda,Premacy,1999,211297,"C45, Kaduna",Manual,Registered,SILVER,906000,Nigerian used
1349,BMW,3,2008,195435,"C45, Kaduna",Automatic,Imported,White,3594000,Foreign used
1350,Honda,Accord,2004,127110,"C45, Ilorin",Automatic,Registered,0,962000,Nigerian used
1351,Mercedes-Benz,E500,2005,278594,"C45, Ilorin",Automatic,Imported,0,2250000,Foreign used
1352,Ford,Explorer,2005,1,"C45, Lagos",Automatic,Registered,SILVER,1416250,Nigerian used
1353,Toyota,Highlander,2008,216864,"C45, Lagos",Automatic,Registered,RED,2922000,Nigerian used
1354,Ford,Escape,2006,201323,"C45, Lagos",Manual,Registered,0,910000,Nigerian used
1355,Honda,Civic,2008,46746,"C45, Lagos",Automatic,Imported,Grey,3146000,Foreign used
1356,Toyota,Sienna,2006,265109,"C45, Lagos",Automatic,Imported,GOLD,3034000,Foreign used
1357,Ford,Explorer,2007,173938,"C45, Lagos",Automatic,Registered,BLUE,3090000,Nigerian used
1358,Honda,Pilot,2010,189422,"C45, Akure",Automatic,Registered,0,2810000,Nigerian used
1359,Toyota,Corolla,2008,190340,"C45, Port",Manual,Registered,BLACK,1220000,Nigerian used
1360,Mercedes-Benz,S550,2008,34590,"C45, Lagos",Automatic,Registered,BLACK,5834000,Nigerian used
1361,Toyota,Sienna,2006,26749,"C45, Onitsha",Automatic,Registered,RED,1350000,Nigerian used
1362,Acura,Mdx,2008,77468,"C45, Lagos",Automatic,Registered,0,1914000,Nigerian used
1363,Toyota,Avalon,2005,94987,"C45, Port",Automatic,Registered,0,2138000,Nigerian used
1364,Toyota,Camry,2012,84693,"C45, Lagos",Automatic,Imported,black,5635000,Foreign used
1365,Hyundai,Ix35,2011,142896,"C45, Lagos",Automatic,Registered,0,1810000,Nigerian used
1366,Honda,Cr-V,2008,153786,"C45, Lagos",Automatic,Registered,0,2250000,Nigerian used
1367,Honda,Ridgeline,2010,89453,"C45, Port",Automatic,Registered,WINE,3370000,Nigerian used
1368,Mercedes-Benz,Gl550,2012,145317,"C45, Lagos",Automatic,Imported,BLACK,10650000,Foreign used
1369,Mercedes-Benz,G500,2003,129,"C45, Lagos",Automatic,Registered,WHITE,15690000,Nigerian used
1370,Toyota,Avalon,2006,141371,"C45, Port",Automatic,Registered,0,2250000,Nigerian used
1371,Toyota,Sienna,2011,102537,"C45, Lagos",Automatic,Imported,GREY,5386000,Foreign used
1372,Toyota,Camry,2006,165948,"C45, Lagos",Automatic,Imported,BLACK,3370000,Foreign used
1373,Honda,Pilot,2006,135589,"C45, Lagos",Automatic,Registered,Silver,2250000,Nigerian used
1374,Honda,Cr-V,2008,168674,"C45, Lagos",Automatic,Registered,Black,2250000,Nigerian used
1375,Toyota,Camry,2003,217537,"C45, Port",Automatic,Imported,Gold,2250000,Foreign used
1376,Hyundai,Sonata,2012,0,"C45-Express,, ",0,0.0,0.0,3900000,Foreign used
1377,Nissan,Altima,2005,174796,"C45, Lagos",Automatic,Imported,SILVER,1074000,Foreign used
1378,Mercedes-Benz,Ml350,2011,90201,"C45, Port",Automatic,Registered,Black,5050000,Nigerian used
1379,Lexus,Es,2008,124660,"C45, Lagos",Automatic,Registered,0,4042000,Nigerian used
1380,Toyota,Camry,1997,308380,"C45, Abuja",Automatic,Registered,SILVER,1074000,Nigerian used
1381,Toyota,Highlander,2010,138162,"C45, ",Automatic,Registered,Grey,4266000,Nigerian used
1382,Toyota,Sienna,2004,298063,"C45, Lagos",Automatic,Imported,GOLD,2866000,Foreign used
1383,Toyota,Fortuner,2017,62276,"C45, Lagos",Automatic,Registered,BLACK,15130000,Nigerian used
1384,Hyundai,Azera,2007,111243,"C45, Lagos",Automatic,Registered,SILVER,2026000,Nigerian used
1385,Mercedes-Benz,E350,2011,112170,"C45, Ibadan",Automatic,Imported,0,6730000,Foreign used
1386,Toyota,Sienna,2010,198707,"C45, Port",Automatic,Registered,0,2474000,Nigerian used
1387,Peugeot,407,2005,143556,"C45, Abuja",Manual,Registered,SILVER,906000,Nigerian used
1388,Mercedes-Benz,Ml350,2006,177875,"C45, Lagos",Automatic,Imported,SILVER,4826000,Foreign used
1389,Ford,Edge,2011,137372,"C45, Lagos",Automatic,Registered,BLACK,2474000,Nigerian used
1390,Toyota,Corolla,2005,234833,"C45, Port",Automatic,Imported,Blue,2810000,Foreign used
1391,Ford,Expedition,2005,215697,"C45, Abuja",Automatic,Registered,BLACK,1130000,Nigerian used
1392,Lexus,Gx460,2010,49459,"C45, Lagos",Automatic,Registered,0,8970000,Nigerian used
1393,Lexus,Rx,2005,93469,"C45, Lagos",Automatic,Registered,GREY,3034000,Nigerian used
1394,Toyota,Sienna,2006,145902,"C45, Abuja",Automatic,Registered,GREY,2026000,Nigerian used
1395,Toyota,Rav4,2008,136064,"C45, Lagos",Automatic,Registered,BLACK,2474000,Nigerian used
1396,Dodge,Caliber,2007,221876,"C45, Abuja",Automatic,Registered,GOLD,1354000,Nigerian used
1397,Toyota,Camry,2007,116903,"C45, Ilorin",Automatic,Registered,0,1914000,Nigerian used
1398,Hyundai,Accent,2013,160525,"C45, Kaduna",Automatic,Registered,BLUE,1914000,Nigerian used
1399,Mercedes-Benz,C300,2012,156590,"C45, Onitsha",Automatic,Imported,Black,5050000,Foreign used
1400,Lexus,Gs,1998,196668,"C45, Ilorin",Automatic,Registered,0,682000,Nigerian used
1401,Kia,Rio,2018,50654,"C45, Lagos",Automatic,Registered,0,3482000,Nigerian used
1402,Hyundai,Veloster,2012,0,"C45-Express,, ",0,0.0,0.0,5500000,Foreign used
1403,Mazda,Mpv,2001,0,"C45-Express,, ",0,0.0,0.0,1500000,Nigerian used
1404,Honda,Accord,2015,59214,"C45, Lagos",Automatic,Imported,WHITE,4285000,Foreign used
1405,Nissan,Titan,2005,87291,"C45, Abuja",Automatic,Registered,BLACK,3930000,Nigerian used
1406,Toyota,Camry,2012,65817,"C45, Abuja",Automatic,Imported,SILVER,5050000,Foreign used
1407,Toyota,Venza,2013,76690,"C45, Lagos",Automatic,Registered,BLACK,4490000,Nigerian used
1408,Honda,Odyssey,1996,342302,"C45, Ibadan",Automatic,Registered,0,558055,Nigerian used
1409,Toyota,Highlander,2005,87578,"C45, Port",Automatic,Registered,RED,2250000,Nigerian used
1410,Mercedes-Benz,GL450,2007,147465,"C45, Onitsha",Automatic,Registered,Gold,3930000,Nigerian used
1411,Toyota,Sienna,2005,207349,"C45, Abuja",Automatic,Registered,SILVER,1354000,Nigerian used
1412,Acura,Mdx,2003,170721,"C45, Lagos",Automatic,Registered,Silver,1130000,Nigerian used
1413,Subaru,Outback,2010,87205,"C45, Lagos",Automatic,Imported,GREY,3146000,Foreign used
1414,Honda,Accord,2008,99444,"C45, ",Automatic,Imported,Brown,2474000,Foreign used
1415,Lexus,Rx,2004,238722,"C45, Lagos",Automatic,Registered,0,2810000,Nigerian used
1416,Toyota,Rav4,2009,102313,"C45, Port",Automatic,Registered,BLACK,2250000,Nigerian used
1417,Ford,Explorer,2017,92317,"C45, Lagos",Automatic,Registered,0,20170000,Nigerian used
1418,Infiniti,Qx56,2006,73261,"C45, Port",Automatic,Imported,BLACK,1550000,Foreign used
1419,Toyota,Highlander,2009,123744,"C45, Lagos",Automatic,Imported,WINE,5890000,Foreign used
1420,Toyota,Highlander,2004,56289,"C45, Lagos",Automatic,Registered,0,2250000,Nigerian used
1421,Toyota,Camry,2011,189047,"C45, Lagos",Automatic,Imported,SILVER,3370000,Foreign used
1422,Nissan,Xterra,2005,124380,"C45, ",Automatic,Registered,0,1130000,Nigerian used
1423,Toyota,Camry,2018,27810,"C45, Port",Automatic,Registered,Black,10090000,Nigerian used
1424,Ford,Escape,2009,131240,"C45, Lagos",Automatic,Imported,SILVER,2698000,Foreign used
1425,Infiniti,Qx,2014,49378,"C45, Benin",Automatic,Imported,0,8410000,Foreign used
1426,Mercedes-Benz,C,2001,196553,"C45, Lagos",Automatic,Registered,SILVER,906000,Nigerian used
1427,Toyota,Corolla,2008,186650,"C45, Port",Automatic,Registered,Black,1578000,Nigerian used
1428,Mitsubishi,Pajero,2012,113622,"C45, Lagos",Automatic,Registered,Black,3370000,Nigerian used
1429,Toyota,Corolla,2008,199136,"C45, Port",Automatic,Registered,Black,1578000,Nigerian used
1430,Dodge,Ram,2008,163637,"C45, Lagos",Automatic,Registered,0,3258000,
1431,Toyota,Sienna,2001,167704,"C45, Benin",Automatic,Registered,0,1690000,Nigerian used
1432,Toyota,Camry,2009,193570,"C45, Onitsha",Automatic,Registered,Black,2250000,Nigerian used
1433,Toyota,Camry,2007,207955,"C45, Port",Automatic,Registered,Black,2250000,Nigerian used
1434,Honda,Civic,2013,25661,"C45, Abuja",Automatic,Registered,Black,3700000,Nigerian used
1435,Mitsubishi,Space,1999,281464,"C45, Abuja",Manual,Registered,Grey,1250000,Nigerian used
1436,Toyota,Rav4,2007,213667,"C45, Abuja",Automatic,Imported,Black,4000000,Foreign used
1437,Lexus,Es,2010,120098,"C45, Abuja",Automatic,Registered,Red,4350000,Nigerian used
1438,Honda,Fit,2006,133295,"C45, Abuja",Automatic,Imported,Black,2300000,Foreign used
1439,Toyota,Rav4,2010,162137,"C45, Abuja",Automatic,Registered,Red,3000000,Nigerian used
1440,Toyota,Highlander,2003,273429,"C45, Abuja",Automatic,Registered,Silver,2000000,Nigerian used
1441,Lexus,Rx,2007,140000,"C45, Lagos",Automatic,Registered,Black,1914000,Nigerian used
1442,Honda,Civic,2006,137488,"C45, Abuja",Automatic,Registered,Grey,1914000,Nigerian used
1443,Lincoln,Mkx,2011,95267,"C45, Lagos",Automatic,Registered,GREY,5610000,Nigerian used
1444,Saturn,VUE,2008,289574,"C45, Lagos",Automatic,Registered,BLUE,2026000,Nigerian used
1445,Kia,Cerato,2015,51677,"C45, Lagos",Automatic,Registered,Red,3594000,Nigerian used
1446,Lexus,Rx,2010,169386,"C45, Lagos",Automatic,Registered,0,6506000,Nigerian used
1447,Mercedes-Benz,Ml350,2013,148261,"C45, Lagos",Automatic,Registered,BLACK,10314000,Nigerian used
1448,Honda,Accord,2018,18418,"C45, Abuja",Automatic,Registered,SILVER,10650000,Nigerian used
1449,Toyota,Hilux,2009,345668,"C45, Port",Manual,Registered,WHITE,4154000,Nigerian used
1450,Lexus,Is,2006,253840,"C45, Abuja",Automatic,Imported,White,3594000,Foreign used
1451,Ford,Edge,2010,94287,"C45, Lagos",Automatic,Registered,BLACK,2978000,Nigerian used
1452,Toyota,Camry,2002,74090,"C45, Lagos",Automatic,Imported,SILVER,2026000,Foreign used
1453,Toyota,Corolla,2009,85485,"C45, Kaduna",Automatic,Imported,WHITE,3034000,Foreign used
1454,Mercedes-Benz,Ml350,2006,79953,"C45, Port",Automatic,Registered,Gold,3300000,Nigerian used
1455,Ford,Explorer,2007,208415,"C45, Lagos",Automatic,Registered,Ash,3930000,Nigerian used
1456,Mercedes-Benz,C180,2006,151854,"C45, Lagos",Automatic,Imported,0,2362000,Foreign used
1457,Nissan,Almera,2003,223944,"C45, Port",Manual,Registered,0,1018000,Nigerian used
1458,Toyota,Sienna,2004,234161,"C45, Port",Automatic,Registered,0,1130000,Nigerian used
1459,Ford,Edge,2008,231105,"C45, Abuja",Automatic,Registered,WHITE,2026000,Nigerian used
1460,Lexus,Es,2005,283840,"C45, Port",Automatic,Registered,0,1690000,Nigerian used
1461,Mercedes-Benz,S550,2007,134,"C45, Lagos",Automatic,Registered,SILVER,5050000,Nigerian used
1462,Toyota,Matrix,2008,122116,"C45, Lagos",Automatic,Registered,Red,1970000,Nigerian used
1463,Honda,Accord,2006,111511,"C45, Kaduna",Automatic,Registered,SILVER,1578000,Nigerian used
1464,Volvo,Xc90,2004,188708,"C45, Lagos",Automatic,Registered,White,1690000,Nigerian used
1465,Honda,Pilot,2003,214550,"C45, Abuja",Automatic,Registered,BLACK,1779600,Nigerian used
1466,Honda,Pilot,2006,139577,"C45, Lagos",Automatic,Registered,SILVER,1499600,Nigerian used
