,Make,Model,Year,Mileage (KM),Location,Transmission,Selling Condition,Colour,Price,Used Location
2655,Infiniti,Fx,2008,144575,"C45, Lagos",Automatic,Registered,WHITE,1641250,Nigerian used
2656,BMW,X5,2012,54787,"C45, Abuja",Automatic,Registered,BLACK,4490000,Nigerian used
2657,Honda,Odyssey,2005,176813,"C45, Port",Automatic,Registered,Blue,1800000,Nigerian used
2658,Toyota,Corolla,2003,202413,"C45, Port",Automatic,Registered,Silver,1690000,Nigerian used
2659,Lexus,GX470,2003,14698,"C45, ",Automatic,Registered,GREY,3146000,Nigerian used
2660,BMW,X6,2015,65713,"C45, Lagos",Automatic,Registered,Black,19050000,Nigerian used
2661,Mercedes-Benz,E350,2010,27859,"C45, Kaduna",Automatic,Registered,black,5834000,Nigerian used
2662,Mercedes-Benz,GLC,2020,4455,"C45, Lagos",Automatic,Imported,Black,53770000,Foreign used
2663,Kia,Sorento,2006,305531,"C45, ",Automatic,Imported,Grey,1354000,Foreign used
2664,Mercedes-Benz,Ml350,2008,152419,"C45, Asaba",Automatic,Registered,Black,3157000,Nigerian used
2665,Land,HSE,2007,81842,"C45, Lagos",Automatic,Registered,RED,1690000,Nigerian used
2666,Nissan,Murano,2007,186214,"C45, Lagos",Automatic,Imported,0,2474000,Foreign used
2667,Toyota,Highlander,2008,307494,"C45, Abuja",Automatic,Registered,Black,3706000,Nigerian used
2668,Opel,Frontera,2001,196825,"C45, ",Automatic,Registered,Black,1074000,Nigerian used
2669,Mercedes-Benz,E320,2006,999999,"C45, Kaduna",Automatic,Registered,GRAY,1242000,Nigerian used
2670,Toyota,Corolla,2002,244706,"C45, Abuja",Automatic,Registered,GREY,1690000,Nigerian used
2671,Toyota,Highlander,2015,24502,"C45, Abuja",Automatic,Registered,grey,12330000,Nigerian used
2672,Toyota,Camry,2007,107032,"C45, Lagos",Automatic,Registered,SILVER,2250000,Nigerian used
2673,Toyota,Highlander,2002,255895,"C45, Abuja",Automatic,Registered,Grey,1690000,Nigerian used
2674,Toyota,Corolla,2009,230153,"C45, Lagos",Automatic,Imported,0,3706000,Foreign used
2675,Honda,Ridgeline,2007,234499,"C45, Ilorin",Automatic,Registered,0,2250000,Nigerian used
2676,Hyundai,Elantra,2014,106191,"C45, Lagos",Automatic,Registered,BLACK,2474000,Nigerian used
2677,Mercedes-Benz,C350,2009,97766,"C45, Lagos",Automatic,Registered,BLUE-BLACK,3594000,Nigerian used
2678,Toyota,Corolla,2008,135365,"C45, Lagos",Automatic,Registered,Grey,1634000,Nigerian used
2679,Ford,F-150,2012,66752,"C45, Lagos",Automatic,Imported,WHITE,7290000,Foreign used
2680,Subaru,Forester,2004,199372,"C45, ",Automatic,Registered,0,1242000,Nigerian used
2681,Toyota,Corolla,2014,42158,"C45, Lagos",Automatic,Registered,BLACK,4266000,Nigerian used
2682,Nissan,Pathfinder,2002,223781,"C45, Abuja",Automatic,Registered,GOLD,1018000,Nigerian used
2683,Toyota,Camry,1998,287145,"C45, Abuja",Automatic,Registered,Grey,794000,Nigerian used
2684,Mercedes-Benz,GL450,2009,54233,"C45, Lagos",Automatic,Registered,White,3930000,Nigerian used
2685,Toyota,Highlander,2008,44858,"C45, ",Automatic,Registered,Black,2810000,Nigerian used
2686,Toyota,4Runner,2007,92021,"C45, Abuja",Automatic,Registered,GREY,3594000,Nigerian used
2687,Toyota,Land,2008,186168,"C45, Abuja",Automatic,Registered,Black,10314000,Nigerian used
2688,Lexus,ES330,2006,105743,"C45, Lagos",Automatic,Registered,BLACK,2362000,Nigerian used
2689,Mercedes-Benz,C300,2008,93936,"C45, Port",Automatic,Registered,Grey,3034000,Nigerian used
2690,Lexus,Is,2008,72429,"C45, Lagos",Automatic,Imported,GREY,3818000,Foreign used
2691,Toyota,Avalon,2006,217032,"C45, ",Automatic,Registered,SILVER,1578000,Nigerian used
2692,Volvo,S40,2005,203375,"C45, Lagos",Automatic,Registered,BLUE,1522000,Nigerian used
2693,Hyundai,H1,2009,266306,"C45, Ilorin",Manual,Registered,0,570000,Nigerian used
2694,Mitsubishi,Montero,2003,145224,"C45, Lagos",Automatic,Registered,BLACK,1186000,Nigerian used
2695,Toyota,Avalon,2001,99999,"C45, Kaduna",Automatic,Registered,white,794000,Nigerian used
2696,Honda,Accord,2003,175473,"C45, Abuja",Automatic,Registered,Black,1018000,Nigerian used
2697,Toyota,Highlander,2010,60036,"C45, Lagos",Automatic,Registered,RED,3947500,Nigerian used
2698,Mercedes-Benz,GLK,2013,69029,"C45, Lagos",Automatic,Imported,0,9866000,Foreign used
2699,Toyota,Corolla,1999,203730,"C45, Lagos",Automatic,Registered,0,850000,Nigerian used
2700,Toyota,Camry,2018,14341,"C45, Kaduna",Automatic,Registered,Silver,10650000,Nigerian used
2701,Honda,Accord,2015,72329,"C45, Lagos",Automatic,Imported,BLACK,5834000,Foreign used
2702,Ford,Taurus,2012,123705,"C45, Lagos",Automatic,Imported,0,4042000,Foreign used
2703,Nissan,Quest,2006,109665,"C45, Lagos",Automatic,Registered,RED,906000,Nigerian used
2704,Honda,Accord,2010,77442,"C45, Abuja",Automatic,Registered,BLACK,2698000,Nigerian used
2705,BMW,3,2008,182764,"C45, Abuja",Automatic,Registered,Grey,2250000,Nigerian used
2706,Kia,Sportage,2012,97287,"C45, Lagos",Automatic,Registered,BROWN,3370000,Nigerian used
2707,Toyota,Camry,2002,312751,"C45, Lagos",Automatic,Registered,BLUE,1466000,Nigerian used
2708,Toyota,Sienna,2006,218089,"C45, Port",Automatic,Registered,BLUE,1802000,Nigerian used
2709,Mercedes-Benz,C250,2013,89423,"C45, Lagos",Automatic,Imported,0,6506000,Foreign used
2710,Lexus,Rx,2011,239642,"C45, ",Automatic,Registered,Silver,5498000,Nigerian used
2711,Toyota,Corolla,2003,199765,"C45, Kaduna",Automatic,Registered,CUSTOM,1690000,Nigerian used
2712,Mercedes-Benz,E350,2010,163762,"C45, Abuja",Automatic,Registered,Silver,3146000,Nigerian used
2713,Toyota,Matrix,2003,146352,"C45, Port",Automatic,Registered,Grey,1522000,Nigerian used
2714,Toyota,Avalon,2007,189466,"C45, Port",Automatic,Registered,0,1802000,Nigerian used
2715,Acura,Mdx,2001,159667,"C45, Port",Automatic,Registered,Green,1130000,Nigerian used
2716,Honda,Accord,2012,160612,"C45, Ibadan",Automatic,Imported,0,3594000,Nigerian used
2717,Toyota,Solara,2004,283919,"C45, ",Automatic,Registered,RED,1690000,Nigerian used
2718,Lexus,Is,2008,194800,"C45, Port",Automatic,Registered,BLACK,2586000,Nigerian used
2719,Toyota,Camry,2009,209614,"C45, Lagos",Automatic,Registered,BLUE,2250000,Nigerian used
2720,Toyota,Sienna,2008,60101,"C45, ",Automatic,Imported,Grey,3034000,Foreign used
2721,Mercedes-Benz,GL450,2007,89535,"C45, Lagos",Automatic,Registered,0,4490000,Nigerian used
2722,Nissan,Pathfinder,2007,94806,"C45, Lagos",Automatic,Registered,Silver,1578000,Nigerian used
2723,Honda,Accord,2003,104520,"C45, Abuja",Automatic,Registered,GOLD,1018000,Nigerian used
2724,Mercedes-Benz,C240,2005,174446,"C45, Abuja",Automatic,Registered,GOLD,1018000,Nigerian used
2725,Volkswagen,Golf,2012,142533,"C45, Abuja",Automatic,Registered,BLUE,2250000,Nigerian used
2726,Kia,Cerato,2014,137240,"C45, Abuja",Automatic,Imported,Black,2474000,Foreign used
2727,Hyundai,Elantra,2013,123903,"C45, Abuja",Automatic,Registered,Black,2250000,Nigerian used
2728,Mercedes-Benz,GLK,2012,139598,"C45, Abuja",Automatic,Registered,Black,5050000,Nigerian used
2729,Toyota,Avensis,2010,125227,"C45, Abuja",Automatic,Registered,Black,2922000,Nigerian used
2730,Toyota,Camry,2007,74415,"C45, Abuja",Automatic,Registered,WHITE,2698000,Nigerian used
2731,Ford,Edge,2007,337013,"C45, Kaduna",Automatic,Registered,Grey,1578000,Nigerian used
2732,Toyota,Camry,2007,93024,"C45, Lagos",Automatic,Registered,0,2026000,Nigerian used
2733,Land,Range,2006,222251,"C45, ",Automatic,Registered,0,2698000,Nigerian used
2734,Toyota,Camry,2002,160249,"C45, Lagos",Automatic,Registered,GREEN,1242000,Nigerian used
2735,Honda,Cr-V,2006,219578,"C45, Abuja",Automatic,Registered,Custom,1914000,Nigerian used
2736,Audi,A6,2003,229504,"C45, Ibadan",Automatic,Registered,WHITE,637200,Nigerian used
2737,Mercedes,CLS,2008,187822,"C45, Lagos",Automatic,Registered,WHITE,3370000,Nigerian used
2738,Honda,Accord,2008,242062,"C45, Port",Automatic,Registered,Black,1150000,Nigerian used
2739,Mitsubishi,L200,2010,155013,"C45, ",Manual,Registered,WHITE,1746000,Nigerian used
2740,Hyundai,Elantra,2017,51735,"C45, Lagos",Automatic,Imported,RED,6730000,Foreign used
2741,Toyota,Sienna,2004,297229,"C45, Port",Automatic,Registered,0,1690000,Nigerian used
2742,Dodge,Caliber,2009,119496,"C45, Port",Automatic,Registered,BLUE,1242000,Nigerian used
2743,Nissan,Pathfinder,2007,143686,"C45, Asaba",Automatic,Registered,0,1130000,Nigerian used
2744,Lexus,Gx,2017,31274,"C45, Lagos",Automatic,Registered,BLACK,14570000,Nigerian used
2745,Volkswagen,Passat,2014,84477,"C45, Lagos",Automatic,Registered,Grey,1802000,Nigerian used
2746,Kia,Rio,2005,124436,"C45, Abuja",Automatic,Registered,Silver,794000,Nigerian used
2747,Honda,Cr-V,2012,182755,"C45, Kaduna",Automatic,Registered,White,3370000,Nigerian used
2748,Toyota,Camry,2018,34631,"C45, Lagos",Triptonic,Imported,BLACK,15690000,Foreign used
2749,Honda,Pilot,2013,73438,"C45, Kaduna",Automatic,Imported,silver,5722000,Foreign used
2750,Toyota,Camry,2003,134324,"C45, Abuja",Automatic,Registered,Orange,1578000,Nigerian used
2751,Toyota,Matrix,2004,145578,"C45, ",Automatic,Registered,Silver,1130000,Nigerian used
2752,BMW,X3,2004,176430,"C45, Port",Automatic,Registered,Grey,2250000,Nigerian used
2753,Lexus,GX470,2008,115883,"C45, Port",Automatic,Registered,0,3034000,Nigerian used
2754,Toyota,Highlander,2004,226674,"C45, Port",Automatic,Registered,0,1802000,Nigerian used
2755,Toyota,Corolla,2010,175309,"C45, Lagos",Automatic,Registered,Grey,2026000,Nigerian used
2756,Jaguar,Xj,2011,6856,"C45, Abuja",Automatic,Registered,BLACK,20170000,Nigerian used
2757,Toyota,Camry,2011,120089,"C45, Lagos",Automatic,Registered,SILVER,2586000,Nigerian used
2758,Toyota,Camry,2000,181052,"C45, Port",Automatic,Registered,Red,794000,Nigerian used
2759,Toyota,Highlander,2011,178127,"C45, Lagos",Automatic,Registered,silver,4826000,Nigerian used
2760,Nissan,Maxima,2006,116609,"C45, Abuja",Automatic,Registered,Custom,794000,Nigerian used
2761,Toyota,Venza,2011,83701,"C45, Kaduna",Automatic,Registered,Silver,4490000,Nigerian used
2762,Toyota,Camry,2011,83983,"C45, Abuja",Automatic,Imported,Black,4266000,Foreign used
2763,Kia,Rio,2020,24940,"C45, Abuja",Automatic,Registered,GREY,5386000,Nigerian used
2764,Suzuki,XL-7,2008,0,"C45, Abuja",Automatic,Registered,Grey,1802000,Nigerian used
2765,Toyota,Sienna,2012,86278,"C45, ",Automatic,Registered,GREY,5610000,Nigerian used
2766,Toyota,Camry,2013,84824,"C45, Abuja",Automatic,Imported,White,5610000,Foreign used
2767,Mercedes-Benz,GLE350,2016,49835,"C45, Abuja",Automatic,Registered,WHITE,18826000,Nigerian used
2768,Kia,Sorento,2003,271320,"C45, Port",Automatic,Registered,RED,973200,Nigerian used
2769,Mercedes-Benz,C300,2009,113123,"C45, Abuja",Automatic,Registered,BLACK,2698000,Nigerian used
2770,Toyota,Camry,2007,104139,"C45, Port",Automatic,Registered,Green,1802000,Nigerian used
2771,Toyota,Venza,2009,45749,"C45, Lagos",Automatic,Registered,RED,4266000,Nigerian used
2772,Mercedes-Benz,GL450,2008,155309,"C45, ",Automatic,Registered,0,3706000,Nigerian used
2773,Lexus,Rx,2009,167468,"C45, Abuja",Automatic,Registered,SILVER,3818000,Nigerian used
2774,Honda,Accord,1994,247664,"C45, ",Manual,Registered,BLACK,570000,Nigerian used
2775,Nissan,Altima,2013,112255,"C45, Lagos",Automatic,Imported,0,2922000,Foreign used
2776,Toyota,Sienna,2006,163287,"C45, Abuja",Automatic,Imported,GREY,3818000,Foreign used
2777,Toyota,Camry,2011,166621,"C45, Lagos",Automatic,Imported,0,4378000,Foreign used
2778,Hyundai,Sonata,2006,179989,"C45, Lagos",Automatic,Imported,GOLD,2138000,Foreign used
2779,Lincoln,Navigator,2008,92706,"C45, Abuja",Automatic,Registered,BLACK,4490000,Nigerian used
2780,Nissan,Altima,2007,226003,"C45, Lagos",Automatic,Registered,BLACK,1466000,Nigerian used
2781,Toyota,Camry,2016,115541,"C45, Lagos",Automatic,Imported,silver,8074000,Foreign used
2782,Hyundai,Santa,2013,113624,"C45, Port",Automatic,Registered,0,3370000,Nigerian used
2783,Toyota,Corolla,2005,299999,"C45, Port",Automatic,Registered,GREY,1746000,Nigerian used
2784,Toyota,Sienna,2011,185437,"C45, Port",Automatic,Imported,WHITE,5050000,Foreign used
2785,Acura,Zdx,2010,125646,"C45, Abuja",Automatic,Registered,GREY,4826000,Nigerian used
2786,Toyota,Land,2007,157115,"C45, Abuja",Automatic,Registered,BLACK,3930000,Nigerian used
2787,Peugeot,407,2004,182995,"C45, Ibadan",Manual,Registered,0,962000,Nigerian used
2788,Land,Range,2015,55147,"C45, Lagos",Automatic,Registered,WHITE,21290000,Nigerian used
2789,Lexus,Es,2007,155076,"C45, Port",Automatic,Registered,Grey,3930000,Nigerian used
2790,BMW,X6,2010,165892,"C45, Abuja",Automatic,Registered,BLACK,2810000,Nigerian used
2791,Toyota,Corolla,2012,201957,"C45, Lagos",Automatic,Registered,BLACK,4042000,Nigerian used
2792,Mercedes-Benz,S550,2009,28760,"C45, Abuja",Automatic,Registered,BLACK,5610000,Nigerian used
2793,BMW,X3,2005,173243,"C45, Lagos",Automatic,Imported,WHITE,1802000,Foreign used
2794,Toyota,Camry,2003,141186,"C45, Lagos",Automatic,Registered,GREY,1242000,Nigerian used
2795,Kia,Sportage,2013,140173,"C45, Port",Automatic,Registered,0,3370000,Nigerian used
2796,Toyota,Sienna,2006,115211,"C45, Lagos",Automatic,Registered,GOLD,2250000,Nigerian used
2797,Nissan,Pathfinder,2001,138962,"C45, Lagos",Automatic,Registered,0,738000,Nigerian used
2798,Infiniti,G,2007,263710,"C45, ",Automatic,Registered,BLACK,1242000,Nigerian used
2799,Lexus,Rx,2010,75160,"C45, Abuja",Automatic,Imported,BLACK,7626000,Foreign used
2800,Volkswagen,Touareg,2004,177645,"C45, Onitsha",Automatic,Registered,0,1466000,Nigerian used
2801,Nissan,Murano,2007,155654,"C45, ",Automatic,Imported,Silver,2922000,Foreign used
2802,Toyota,Tacoma,2012,34440,"C45, Abuja",Automatic,Registered,GREY,12330000,Nigerian used
2803,Toyota,Camry,2005,97164,"C45, ",Automatic,Imported,RED,2194000,Foreign used
2804,Nissan,X-Trail,2006,0,"C45, Lagos",Automatic,Registered,BLACK,962000,Nigerian used
2805,Mercedes-Benz,E350,2013,91151,"C45, Lagos",Automatic,Registered,BLACK,6170000,Nigerian used
2806,Lexus,Gx460,2010,106519,"C45, Port",Automatic,Imported,White,11210000,Foreign used
2807,Lexus,Is,2007,75478,"C45, Lagos",Automatic,Imported,0,3497500,Foreign used
2808,Nissan,Pathfinder,2003,176922,"C45, Port",Automatic,Registered,Grey,1354000,Nigerian used
2809,Volkswagen,Golf,1999,283549,"C45, Port",Manual,Registered,Blue,547600,Nigerian used
2810,Toyota,Land,2007,80158,"C45, Lagos",Automatic,Registered,0,3930000,Nigerian used
2811,Nissan,Altima,2017,45416,"C45, Lagos",Automatic,Imported,Black,5834000,Foreign used
2812,Toyota,Sienna,2005,203059,"C45, Abuja",Automatic,Registered,GREY,3258000,Nigerian used
2813,Nissan,Xterra,2003,181656,"C45, Lagos",Automatic,Registered,GREEN,1022500,Nigerian used
2814,Toyota,Camry,2018,56342,"C45, Lagos",Automatic,Registered,Black,10650000,Foreign used
2815,Mercedes-Benz,Ml350,2014,47370,"C45, Port",Automatic,Registered,Grey,11210000,Nigerian used
2816,Mercedes-Benz,C300,2016,41175,"C45, Lagos",Automatic,Imported,0,14010000,Foreign used
2817,Peugeot,307,2004,108930,"C45, Kaduna",Automatic,Imported,Silver,1690000,Foreign used
2818,Volkswagen,Touareg,2006,167339,"C45, Kaduna",Manual,Registered,cream,1074000,Nigerian used
2819,Nissan,Murano,2014,27556,"C45, Lagos",Automatic,Registered,0,4490000,Nigerian used
2820,Toyota,Camry,2016,57792,"C45, Lagos",Automatic,Imported,BLACK,6730000,Foreign used
2821,Volkswagen,Passat,2007,249342,"C45, Lagos",Automatic,Registered,GREY,1186000,Nigerian used
2822,Toyota,HiAce,2007,52800,"C45, Lagos",Manual,Registered,0,3930000,Nigerian used
2823,Kia,Rio,2013,74319,"C45, Lagos",Manual,Registered,0,1130000,Nigerian used
2824,Honda,Accord,2009,150215,"C45, Kaduna",Automatic,Imported,Black,2810000,Foreign used
2825,Land,Range,2014,177207,"C45, Onitsha",Automatic,Imported,0,17930000,Foreign used
2826,Kia,Rio,2009,139586,"C45, Port",Manual,Registered,Black,794000,Nigerian used
2827,Land,Range,2006,52289,"C45, Lagos",Automatic,Registered,0,2250000,Nigerian used
2828,Toyota,Venza,2011,109543,"C45, Lagos",Automatic,Imported,0,6506000,Foreign used
2829,Mazda,6,2004,247233,"C45, Abuja",Manual,Registered,Red,906000,Nigerian used
2830,Mercedes-Benz,Ml350,2006,313146,"C45, Lagos",Automatic,Imported,0,4154000,Foreign used
2831,Honda,Civic,2001,472701,"C45, Lagos",Automatic,Registered,NUDE,626000,Nigerian used
2832,Chevrolet,Venture,2003,302895,"C45, Lagos",Automatic,Imported,0,1634000,Foreign used
2833,Mitsubishi,Pajero,2019,17072,"C45, Lagos",Automatic,Registered,Silver,20170000,Nigerian used
2834,Hyundai,Accent,2015,94665,"C45, Lagos",Automatic,Imported,BLACK,3370000,Foreign used
2835,Pontiac,Vibe,2005,245414,"C45, Abuja",Automatic,Registered,Red,2082000,Nigerian used
2836,Mercedes-Benz,Cls250,2014,57235,"C45, Port",Automatic,Registered,Black,10090000,Nigerian used
2837,Lexus,Es,2007,127111,"C45, Lagos",Automatic,Registered,RED,3370000,Nigerian used
2838,Toyota,Camry,2012,139412,"C45, Port",Automatic,Imported,Gold,4490000,Foreign used
2839,Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026000,
2840,Toyota,Camry,2015,124913,"C45, Abuja",Automatic,Registered,BLACK,5834000,Nigerian used
2841,Opel,Zafira,2000,99999,"C45, Kaduna",Manual,Registered,BLUE,570000,Nigerian used
2842,Infiniti,Qx56,2011,31562,"C45, Lagos",Automatic,Registered,Black,7850000,Nigerian used
2843,Toyota,Avalon,2007,217731,"C45, Abuja",Automatic,Registered,WHITE,2586000,Nigerian used
2844,Mercedes-Benz,GL450,2010,121093,"C45, Port",Automatic,Imported,BLACK,8970000,Foreign used
2845,Toyota,Camry,2009,178052,"C45, Lagos",Automatic,Imported,0,3090000,Foreign used
2846,Hyundai,Genesis,2009,123738,"C45, Lagos",Automatic,Registered,RED,2474000,Nigerian used
2847,Toyota,Camry,2003,218200,"C45, ",Automatic,Imported,WHITE,2339600,Foreign used
2848,Mercedes-Benz,Vito,2003,149883,"C45, Kaduna",Automatic,Imported,Blue,1690000,Foreign used
2849,Honda,City,2009,138415,"C45, Lagos",Automatic,Registered,BLUE,1298000,Nigerian used
2850,Toyota,Highlander,2014,61403,"C45, Abuja",Automatic,Imported,Grey,9530000,Foreign used
2851,Toyota,Corolla,2006,227870,"C45, Lagos",Automatic,Imported,silver,2922000,Foreign used
2852,Honda,Pilot,2010,84915,"C45, Lagos",Automatic,Registered,0,3146000,Nigerian used
2853,Lexus,Es,2007,101342,"C45, Lagos",Automatic,Registered,GREY,2878750,Nigerian used
2854,Toyota,Camry,2007,192339,"C45, Port",Automatic,Registered,Black,2250000,Nigerian used
2855,Volvo,S80,2008,63957,"C45, Lagos",Automatic,Registered,GOLD,2026000,Nigerian used
2856,Toyota,Camry,2016,63339,"C45, Abuja",Automatic,Imported,Green,8186000,Foreign used
2857,BMW,X1,2013,242742,"C45, Kaduna",Automatic,Imported,Grey,7290000,Foreign used
2858,Toyota,Sienna,2002,166328,"C45, Lagos",Automatic,Registered,SILVER,906000,Nigerian used
2859,Nissan,Teana,2009,146559,"C45, Lagos",Automatic,Registered,BLACK,1466000,Nigerian used
2860,BLACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810000,
2861,Toyota,HiAce,2015,141094,"C45, ",Manual,Imported,0,17706000,Foreign used
2862,Toyota,Tacoma,2004,123134,"C45, Kaduna",Automatic,Registered,Red,4490000,Nigerian used
2863,Hyundai,Santa,2004,278957,"C45, Lagos",Automatic,Registered,0,738000,Nigerian used
2864,Lexus,LS460,2008,92093,"C45, Lagos",Automatic,Imported,0,6618000,Foreign used
2865,Toyota,Highlander,2012,78249,"C45, Lagos",Automatic,Registered,Silver,4154000,Nigerian used
2866,Honda,Pilot,2008,219550,"C45, Lagos",Automatic,Imported,0,2250000,Foreign used
2867,Acura,Mdx,2006,104447,"C45, Abuja",Automatic,Registered,GREY,1466000,Nigerian used
2868,Ford,Edge,2008,85692,"C45, Abuja",Automatic,Registered,Black,1578000,Nigerian used
2869,Honda,Civic,2006,165226,"C45, Lagos",Automatic,Registered,Red,906000,Nigerian used
2870,Hyundai,Veloster,2012,232898,"C45, Lagos",Automatic,Imported,BLACK,3370000,Foreign used
2871,Toyota,Camry,2005,146091,"C45, Lagos",Automatic,Registered,BROWN,1802000,Nigerian used
2872,Nissan,Sentra,2013,75423,"C45, Lagos",Automatic,Registered,SILVER,5050000,Nigerian used
2873,Mercedes-Benz,Ml350,2007,177692,"C45, Lagos",Automatic,Registered,0,3034000,Nigerian used
2874,Land,Range,2008,168019,"C45, Lagos",Automatic,Imported,White,5386000,Foreign used
2875,Toyota,Hilux,2011,58840,"C45, ",Manual,Registered,WHITE,6310000,Nigerian used
2876,Ford,Taurus,2012,91032,"C45, Ibadan",Automatic,Registered,silver,2586000,Nigerian used
2877,Acura,Mdx,2003,136357,"C45, Port",Automatic,Registered,0,1130000,Nigerian used
2878,Honda,Odyssey,2010,140426,"C45, Lagos",Automatic,Imported,BLUE,2530000,Foreign used
2879,Kia,Sportage,2015,75337,"C45, Lagos",Automatic,Registered,BLUE,3594000,Nigerian used
2880,Mercedes-Benz,GL450,2010,109641,"C45, Lagos",Automatic,Registered,BLACK,3930000,Nigerian used
2881,Honda,Accord,2011,207476,"C45, Kaduna",Automatic,Registered,Grey,2026000,Nigerian used
2882,Subaru,Impreza,2008,198895,"C45, Lagos",Automatic,Imported,RED,1578000,Foreign used
2883,Toyota,Sienna,2009,196771,"C45, Lagos",Automatic,Imported,GREEN,3706000,Foreign used
2884,Toyota,Corolla,2007,271542,"C45, Abuja",Automatic,Registered,Silver,1914000,Nigerian used
2885,Lexus,Es,2009,193195,"C45, Lagos",Automatic,Registered,Black,2810000,Nigerian used
2886,Ford,Edge,2015,21604,"C45, Port",Automatic,Registered,Silver,10090000,Nigerian used
2887,Mercedes-Benz,Vito,2003,232278,"C45, Lagos",Manual,Imported,0,2362000,Foreign used
2888,Lexus,Rx,2010,145958,"C45, ",Automatic,Registered,WHITE,7850000,Nigerian used
2889,Lexus,GS,2008,81936,"C45, ",Automatic,Registered,BLACK,3370000,Nigerian used
2890,Honda,Accord,2008,75246,"C45, Kaduna",Automatic,Registered,Red,2026000,Nigerian used
2891,Lexus,Rx,2004,211757,"C45, Port",Automatic,Registered,0,2810000,Nigerian used
2892,Toyota,Celica,2004,128668,"C45, Abuja",Automatic,Registered,SILVER,1466000,Nigerian used
2893,Lexus,Es,2009,184234,"C45, Lagos",Automatic,Registered,0,2698000,Nigerian used
2894,Jaguar,S-Type,2004,0,"C45, ",Automatic,Registered,0,853750,Nigerian used
2895,Toyota,Camry,2002,209648,"C45, Lagos",Automatic,Registered,Gold,1360000,Nigerian used
2896,Hyundai,Elantra,2007,193281,"C45, Lagos",Automatic,Registered,0,1354000,Nigerian used
2897,Hyundai,Veloster,2013,30747,"C45, Kaduna",Automatic,Registered,Green,3594000,Nigerian used
2898,Toyota,Avensis,2003,165540,"C45, Abuja",Automatic,Imported,SILVER,962000,Foreign used
2899,Nissan,Primera,2004,278924,"C45, Abuja",Automatic,Registered,custom,659600,Nigerian used
2900,Toyota,Matrix,2007,286472,"C45, Kaduna",Automatic,Registered,Blue,1802000,Nigerian used
2901,Nissan,Xterra,2001,246512,"C45, Abuja",Automatic,Registered,GREY,906000,Nigerian used
2902,BMW,X6,2010,39121,"C45, ",Automatic,Registered,BLACK,5050000,Nigerian used
2903,Mazda,5,2007,186927,"C45, Lagos",Automatic,Imported,GREY,1914000,Foreign used
2904,Volkswagen,Passat,2006,156053,"C45, Lagos",Automatic,Imported,0,2257000,Foreign used
2905,Lexus,ES330,2005,210932,"C45, ",Automatic,Registered,SILVER,1914000,Nigerian used
2906,Toyota,Highlander,2012,80759,"C45, Lagos",Automatic,Imported,White,7626000,Foreign used
2907,Hyundai,Ix35,2011,92041,"C45, ",Automatic,Registered,BLACK,2474000,Nigerian used
2908,Kia,Rio,2017,24915,"C45, Lagos",Automatic,Registered,BLACK,2810000,Nigerian used
2909,Ford,Edge,2007,140304,"C45, Abuja",Automatic,Registered,Blue,2300000,Nigerian used
2910,Toyota,Rav4,2002,222915,"C45, Port",Automatic,Registered,BLUE,1578000,Nigerian used
2911,Toyota,Corolla,2003,113308,"C45, Kaduna",Automatic,Imported,Grey,2026000,Foreign used
2912,Ford,E250,2008,155039,"C45, Lagos",Automatic,Registered,WINE,2810000,Nigerian used
2913,Mercedes-Benz,C230,2006,152233,"C45, Ilorin",Automatic,Registered,0,1130000,Nigerian used
2914,Honda,Accord,2008,131983,"C45, Abuja",Automatic,Registered,Black,1690000,Nigerian used
2915,Honda,Pilot,2006,180059,"C45, Lagos",Automatic,Imported,0,2250000,Foreign used
2916,Lexus,Es,2008,81756,"C45, ",Automatic,Registered,BLUE,2810000,Nigerian used
2917,Opel,Vectra,2002,159432,"C45, Abuja",Automatic,Registered,SILVER,906000,Nigerian used
2918,Lexus,Rx,2004,226967,"C45, ",Automatic,Registered,GREY,2810000,Nigerian used
2919,Kia,Sorento,2012,159588,"C45, Lagos",Automatic,Imported,BROWN,2026000,Foreign used
2920,Toyota,Camry,2011,51400,"C45, Lagos",Automatic,Registered,BLACK,2082000,Nigerian used
2921,Honda,Accord,2005,86702,"C45, Lagos",Automatic,Registered,0,906000,Nigerian used
2922,Mercedes-Benz,C230,2009,68432,"C45, Lagos",Automatic,Imported,White,4602000,Foreign used
2923,Toyota,Land,2010,70100,"C45, Abuja",Manual,Imported,WHITE,9418000,Foreign used
2924,Toyota,Camry,2006,160567,"C45, Lagos",Automatic,Registered,0,1746000,Nigerian used
2925,Mazda,Premacy,2003,186461,"C45, Port",Manual,Imported,0,1466000,Foreign used
2926,Mercedes-Benz,C200,1994,167436,"C45, Kaduna",Automatic,Imported,Blue,1802000,Foreign used
2927,Honda,Accord,2006,159179,"C45, Abuja",Automatic,Registered,grey,1130000,Nigerian used
2928,Toyota,Venza,2009,108826,"C45, Abuja",Automatic,Registered,Black,3930000,Nigerian used
2929,Mercedes-Benz,Gl500,2013,93265,"C45, Lagos",Automatic,Imported,RED,19610000,Foreign used
2930,Toyota,Corolla,2003,148879,"C45, Lagos",Automatic,Registered,SILVER,1410000,Nigerian used
